,Date Created,Tweet ID,Tweet Content,URL
237,2022-05-08 13:50:02+00:00,1523299188800299011,"Alhamdulillah, dah keluar penjara untuk meraikan Aidilfitri yang mulia âœ¨ #BPH https://t.co/L2kmXMN5uf",https://twitter.com/aimansalim_/status/1523299188800299011
238,2022-05-08 11:44:20+00:00,1523267554310975488,Benda biasa berlaku kalau balik raya kampung https://t.co/Jae3AWbRO3,https://twitter.com/aimansalim_/status/1523267554310975488
239,2022-05-08 10:15:15+00:00,1523245134049017856,Cedeyh https://t.co/iSO3RNv4zn,https://twitter.com/aimansalim_/status/1523245134049017856
240,2022-05-07 06:37:28+00:00,1522827939192221696,Luahan raya ku https://t.co/xlbr6YULsI,https://twitter.com/aimansalim_/status/1522827939192221696
241,2022-05-05 04:04:12+00:00,1522064594398695424,Terhibur tengok muka sendiri https://t.co/FYocLZSmil,https://twitter.com/aimansalim_/status/1522064594398695424
242,2022-05-05 01:47:28+00:00,1522030182822907904,"Kelakar pulak baca chat sangkut jammed kat waze hahaha, marilah pishang bersama https://t.co/0jQppAFW3f",https://twitter.com/aimansalim_/status/1522030182822907904
243,2022-05-05 01:14:54+00:00,1522021986490208256,Subhanallah kacaknya https://t.co/x8bhyVWgck,https://twitter.com/aimansalim_/status/1522021986490208256
244,2022-05-04 09:22:17+00:00,1521782253524639745,Ice blended strawberry mcd + susu perform mat https://t.co/OhggXZO6dC,https://twitter.com/aimansalim_/status/1521782253524639745
245,2022-05-02 12:47:19+00:00,1521109078252040192,Raya 2022. https://t.co/d0HP2baeSI,https://twitter.com/aimansalim_/status/1521109078252040192
246,2022-05-02 08:04:58+00:00,1521038020157210624,Ucapan Raya Salim Sekeluarga âœ¨ https://t.co/FMeAylRloQ,https://twitter.com/aimansalim_/status/1521038020157210624
247,2022-05-02 05:26:19+00:00,1520998094363455489,Selamat Hari Raya Aidilfitri âœ¨ğŸ’« https://t.co/iymho7MzAq,https://twitter.com/aimansalim_/status/1520998094363455489
248,2022-05-02 04:44:03+00:00,1520987459579826176,Raya Day 1 - Lontong Kuah Lodeh ğŸ¤¤âœ¨ https://t.co/QfHeKEutFe,https://twitter.com/aimansalim_/status/1520987459579826176
249,2022-05-01 17:29:42+00:00,1520817755418550272,https://t.co/2QDJv14Ddc,https://twitter.com/aimansalim_/status/1520817755418550272
250,2022-05-01 07:58:30+00:00,1520674006575116288,Ayam Masak Merah Ketagih ğŸŒ¶ğŸ”¥ https://t.co/IxnZad5Mvl,https://twitter.com/aimansalim_/status/1520674006575116288
251,2022-04-30 09:32:06+00:00,1520335172742250497,"Sandwich Crabstick ğŸ¥ªğŸ¦€

Nah resepi juadah Raya untuk tetamu nanti. Upload la korang punya juadah Raya dekat sini! #BikinSampaiJadi raya tahun ini dengan Hotlink Prepaid! @HotlinkRED #Raya2022 #KuihRaya #SelamatHariRaya #PersiapanRaya #BalikKampung https://t.co/eRqJEpiCOq",https://twitter.com/aimansalim_/status/1520335172742250497
252,2022-04-30 08:41:25+00:00,1520322419113619456,Sparkling Blue Ocean ğŸŒŠğŸ‹ https://t.co/TxryeeVB40,https://twitter.com/aimansalim_/status/1520322419113619456
253,2022-04-30 08:34:27+00:00,1520320664900493312,gula-gula paling sedap di dunia https://t.co/9mEVCErzF4,https://twitter.com/aimansalim_/status/1520320664900493312
254,2022-04-29 14:48:02+00:00,1520052291742535681,"Buat hal la, baru nak perform https://t.co/kQVRUy3xA4",https://twitter.com/aimansalim_/status/1520052291742535681
255,2022-04-27 05:52:29+00:00,1519192743339167744,Daging Harimau Menangis ğŸ¯ğŸ˜¢ https://t.co/5gfnfSoX9Y,https://twitter.com/aimansalim_/status/1519192743339167744
256,2022-04-27 05:06:15+00:00,1519181108251750401,Yayy berjaya bodek si tunang belikan mainan otomen ğŸ¤˜ğŸ¼ https://t.co/XwHMnawAdz,https://twitter.com/aimansalim_/status/1519181108251750401
257,2022-04-26 14:22:11+00:00,1518958625061888006,"Moreh makan cookies cicah susu, lek je.

https://t.co/uzwFDzvCsQ https://t.co/LFbGK5XYhS",https://twitter.com/aimansalim_/status/1518958625061888006
258,2022-04-25 05:23:56+00:00,1518460781758599168,"Lu nak beli cookies padu tu, tekan link ni

https://t.co/uzwFDzvCsQ

Kalau tak sedap, aku tak promote ğŸ¤˜ğŸ¼",https://twitter.com/aimansalim_/status/1518460781758599168
259,2022-04-25 05:23:18+00:00,1518460623377473536,Hot Chocolate â˜•ï¸ğŸ¤¤ https://t.co/UFEUZNmdeN,https://twitter.com/aimansalim_/status/1518460623377473536
260,2022-04-24 15:11:40+00:00,1518246301292318721,"kantoi mat

https://t.co/zo4Vr54LqG https://t.co/7bTuXn0FL8",https://twitter.com/aimansalim_/status/1518246301292318721
261,2022-04-24 08:55:18+00:00,1518151586903646209,https://t.co/qF3wAyZP9T,https://twitter.com/aimansalim_/status/1518151586903646209
262,2022-04-23 12:12:10+00:00,1517838740495888384,Black and white for the day âœŒğŸ¼ https://t.co/1OaFhJStN8,https://twitter.com/aimansalim_/status/1517838740495888384
263,2022-04-23 09:21:37+00:00,1517795820505993216,"Alhamdulillah, dah lama ku idamkan â˜ºï¸ğŸ˜ https://t.co/ndGunQ9S1K",https://twitter.com/aimansalim_/status/1517795820505993216
264,2022-04-23 06:54:02+00:00,1517758678119591937,"Sos ni memang parform, unik gila beb. Aku ingatkan macam sos thai kfc tu muahahaha, rupanya owner kata sos ni memang dia belajar masa kat siam dulu.

Pi beli kat: https://t.co/4r6RmM5AzZ https://t.co/DXheSeCAiq",https://twitter.com/aimansalim_/status/1517758678119591937
265,2022-04-23 06:05:26+00:00,1517746450486030336,Ikan Sweet Sour Ala Hotel ğŸ”¥ğŸ¤¤ https://t.co/0pF9Vt2UjI,https://twitter.com/aimansalim_/status/1517746450486030336
266,2022-04-23 04:23:37+00:00,1517720824341352448,Loaded Cheesy Nachos ğŸ§€ğŸ§€ https://t.co/8ouyhlzS6U,https://twitter.com/aimansalim_/status/1517720824341352448
267,2022-04-20 14:10:26+00:00,1516781339151724550,"Walaupun aku anti liverpool, tapi masa aku tengok live semalam, fans liverpool bagi tribute and semangat kepada cristiano pada minit 7"". 

Memang class gila. Syok bila tengok peminat bola bersatu hatiğŸ‘ğŸ¼ğŸ‘ğŸ¼ https://t.co/IqXW7vGcab",https://twitter.com/aimansalim_/status/1516781339151724550
268,2022-04-20 11:59:42+00:00,1516748439404511242,Black is ğŸ†’ https://t.co/RFDamiP28Q,https://twitter.com/aimansalim_/status/1516748439404511242
269,2022-04-20 06:07:55+00:00,1516659911223963649,Nasi Goreng Kambing Pedas ğŸ”¥ğŸ¤¤ https://t.co/3C2GlgTe3m,https://twitter.com/aimansalim_/status/1516659911223963649
270,2022-04-19 21:38:43+00:00,1516531767561183232,jom https://t.co/xff8NhCetQ,https://twitter.com/aimansalim_/status/1516531767561183232
271,2022-04-19 21:16:18+00:00,1516526123932291074,https://t.co/W19YP9TMye,https://twitter.com/aimansalim_/status/1516526123932291074
272,2022-04-19 15:25:52+00:00,1516437934831927304,Moreh for tonight: Fried Chicken ğŸ—ğŸ¤¤ https://t.co/kcQg5LwYaH,https://twitter.com/aimansalim_/status/1516437934831927304
273,2022-04-19 12:31:48+00:00,1516394131756515335,kenapa pakcik gambal aku https://t.co/lyHWpwW1Ny,https://twitter.com/aimansalim_/status/1516394131756515335
274,2022-04-19 12:02:42+00:00,1516386806069010440,big boy âœ¨ https://t.co/qemURj4OHS,https://twitter.com/aimansalim_/status/1516386806069010440
275,2022-04-17 15:39:24+00:00,1515716565219610635,Eeeeeeeeeee cantiknyaaaaaaa bakal bini sendiri @izzahdahri ğŸ˜ğŸ˜ğŸ˜ https://t.co/LPirv4ysyb,https://twitter.com/aimansalim_/status/1515716565219610635
276,2022-04-16 07:03:01+00:00,1515224224197009412,"Woodfire Bangi ğŸ”ğŸ”¥

Korang kalau ada bajet lebih, memang tercari nak makan burger jahat-jahat punya, boleh pi ke Woodfire cawangan terdekat. Kedai tak bayar aku sesen pun, aku yang memang nak review sebab burger dia sedap gila ğŸ‘ğŸ¼ https://t.co/Srqr9ToOSy",https://twitter.com/aimansalim_/status/1515224224197009412
277,2022-04-15 10:02:20+00:00,1514906962827218945,"Kat mana boleh beli flying fish eggs/tobiko ni? Kalau tahu, roger pls ğŸ™ğŸ¼ https://t.co/OWW1xKBH5b",https://twitter.com/aimansalim_/status/1514906962827218945
278,2022-04-15 06:09:49+00:00,1514848450604503040,Mushroom Carbonara Ramen ğŸ² https://t.co/lvbqHPj17w,https://twitter.com/aimansalim_/status/1514848450604503040
279,2022-04-14 14:17:33+00:00,1514608805178355712,Sahur Ketigabelas - Sambal Ikan Keli ğŸŒ¶ğŸ”¥ https://t.co/LdwuW9kkik,https://twitter.com/aimansalim_/status/1514608805178355712
280,2022-04-13 07:10:23+00:00,1514138915392786435,"Gais, di bulan Ramadhan yang mulia ini, jom kita practice lepas makan di kedai, kita tolong stack pinggan mangkuk cawan seperti ini. Senang staf dia nak angkat nanti. 

Kita mudahkan urusan orang, Allah mudahkan urusan kita âœ¨ https://t.co/3SPRvMKjra",https://twitter.com/aimansalim_/status/1514138915392786435
281,2022-04-12 10:22:39+00:00,1513824913324269578,"Salam gais, tahun ini aku ada jual baju melayu Bulan Bintang! ğŸ’«

Siap ada sampai saiz 5XL tau! Confirm perform raya tahun ini! ğŸ¤˜ğŸ¼ Stok makin laju habis mat, baik korang dapatkan sekarang ğŸ˜

Klik link di sini untuk beli: https://t.co/C5ukYRzdh0 https://t.co/BFzGLNjlPg",https://twitter.com/aimansalim_/status/1513824913324269578
282,2022-04-12 06:35:44+00:00,1513767807460143106,Berbuka Kesepuluh - Air Detox ğŸ‰ğŸ‡ğŸ¥’ https://t.co/oIQIe71U8C,https://twitter.com/aimansalim_/status/1513767807460143106
283,2022-04-11 15:07:07+00:00,1513534115789692947,Sahur Kesepuluh - Sup Sayur ğŸ² https://t.co/xGUpFPn6Yh,https://twitter.com/aimansalim_/status/1513534115789692947
284,2022-04-11 12:45:24+00:00,1513498448665882626,https://t.co/YGFK2MJzhZ,https://twitter.com/aimansalim_/status/1513498448665882626
285,2022-04-11 12:37:58+00:00,1513496578790633476,"Ada lebihan kuah butter chicken tadi, so aku gunakan untuk masak creamy seafood pasta. Campak-campak je apa ada dalam fridge ğŸ‘ğŸ¼ https://t.co/5QOuxayQXM",https://twitter.com/aimansalim_/status/1513496578790633476
286,2022-04-11 05:33:17+00:00,1513389704086908929,Indian Butter Chicken ğŸ²ğŸ¤¤ https://t.co/eg4cQ2vqx6,https://twitter.com/aimansalim_/status/1513389704086908929
287,2022-04-08 14:09:18+00:00,1512432399002480641,Sahur Ketujuh - Sambal Udang ğŸ¦ğŸŒ¶ https://t.co/UbkuIfst5D,https://twitter.com/aimansalim_/status/1512432399002480641
288,2022-04-08 04:46:09+00:00,1512290679610765313,Berbuka Keenam - Sayur Campur w/ Ayam Grill ğŸ¥¦ https://t.co/LLqzu51faG,https://twitter.com/aimansalim_/status/1512290679610765313
289,2022-04-07 14:49:32+00:00,1512080138950696970,Sahur Keenam - Nasi Goreng Sardin ğŸ¤¤ https://t.co/ZCbNN9neaK,https://twitter.com/aimansalim_/status/1512080138950696970
290,2022-04-07 09:55:21+00:00,1512006105676718080,"Very cool, very swag, i like it ğŸ‘ğŸ¼ https://t.co/yuxKYiNWQm",https://twitter.com/aimansalim_/status/1512006105676718080
291,2022-04-07 05:39:04+00:00,1511941606378639363,Berbuka Kelima - Tembikai Laici Soda ğŸ‰ https://t.co/LylzrVy80h,https://twitter.com/aimansalim_/status/1511941606378639363
292,2022-04-06 14:28:57+00:00,1511712569194471424,Sahur Kelima - Bawal Goreng &amp; Kicap Cili Potong ğŸŒ¶ https://t.co/bHHgqRrdPX,https://twitter.com/aimansalim_/status/1511712569194471424
293,2022-04-06 11:51:53+00:00,1511673041670991875,ğŸ†’ https://t.co/Vd7cEaiWUP,https://twitter.com/aimansalim_/status/1511673041670991875
294,2022-04-06 05:29:51+00:00,1511576902124769280,Berbuka Keempat - Shawarma Kambing ğŸŒ¯ https://t.co/EG3bavcJlf,https://twitter.com/aimansalim_/status/1511576902124769280
295,2022-04-05 15:17:34+00:00,1511362418038824964,Sahur Keempat - Sambal Telur Puyuh ğŸŒ¶ğŸ”¥ https://t.co/JMTfTHL4gm,https://twitter.com/aimansalim_/status/1511362418038824964
296,2022-04-05 06:37:42+00:00,1511231587567820800,"Alhamdulillah rezeki Ramadhan âœ¨

Terima kasih kepada korang semua yang sudi follow dan support content abang. Kepada orang lain 1M followers mungkin kelihatan kecil, tetapi kepada abang ia sangat besar! Sayang korang semua sepenuh hati ğŸ˜˜ https://t.co/YviFSb8zIK",https://twitter.com/aimansalim_/status/1511231587567820800
297,2022-04-05 05:35:40+00:00,1511215974518722563,Berbuka Ketiga - Creamy Shrimp Pasta ğŸ¦ https://t.co/YJyvShSolo,https://twitter.com/aimansalim_/status/1511215974518722563
298,2022-04-04 14:57:49+00:00,1510995060166311943,Sahur Ketiga - Roti Telur Cheese ğŸ¥ªğŸ§€ https://t.co/5iEgnxBJsu,https://twitter.com/aimansalim_/status/1510995060166311943
299,2022-04-04 08:07:43+00:00,1510891855189184513,Konspirasi illuminati (pt.14) https://t.co/FDTdUWjDz7,https://twitter.com/aimansalim_/status/1510891855189184513
300,2022-04-04 04:22:27+00:00,1510835161566355458,Ayam Goreng Korea Pedas ğŸ—ğŸŒ¶ğŸ”¥ https://t.co/nO76TSXsR8,https://twitter.com/aimansalim_/status/1510835161566355458
301,2022-04-03 15:11:24+00:00,1510636088682967046,Sahur Kedua - Telur Kicap Cili ğŸ³ğŸŒ¶ https://t.co/cHRmwlFMQM,https://twitter.com/aimansalim_/status/1510636088682967046
302,2022-04-03 09:01:27+00:00,1510542988484640773,Maggi Seafood ğŸœğŸ¦ https://t.co/99PfgYF8tr,https://twitter.com/aimansalim_/status/1510542988484640773
303,2022-04-02 11:28:25+00:00,1510217587153518594,Oh and also this for dessert :) https://t.co/cZQwvW4HM5,https://twitter.com/aimansalim_/status/1510217587153518594
304,2022-04-02 06:17:20+00:00,1510139299588558850,Today I cook this :) https://t.co/FSRvslAtOC,https://twitter.com/aimansalim_/status/1510139299588558850
305,2022-04-01 12:48:31+00:00,1509875355049361409,https://t.co/Y7LS2Pakxi,https://twitter.com/aimansalim_/status/1509875355049361409
306,2022-03-24 16:13:51+00:00,1507027924376973312,Roti Planta Gula ğŸğŸ¤¤ https://t.co/Lo6h4ZoWrJ,https://twitter.com/aimansalim_/status/1507027924376973312
307,2022-03-23 17:16:15+00:00,1506681240023285761,https://t.co/7gCgolTzu8,https://twitter.com/aimansalim_/status/1506681240023285761
308,2022-03-22 16:10:31+00:00,1506302311529791492,Garlic Bread &amp; Mushroom Soup ğŸ¥ğŸ² https://t.co/5O7acBLZ9C,https://twitter.com/aimansalim_/status/1506302311529791492
309,2022-03-21 11:42:50+00:00,1505872557861335040,"âœ¨PROJEK MAKEUP WIRA BANGMANâœ¨

Mencari seorang mekanik/sifu/expert dalam proton wira. Kalau boleh area kajang/berdekatan.

Kereta lama ni banyak berjasa dengan aku. So aku decide nak bagi kehidupan kedua untuk kereta ini. 

Siapa boleh bantu menjayakan projek ini, mari dm ğŸ™‡ğŸ»â€â™‚ï¸ https://t.co/tnLrLMcrOs",https://twitter.com/aimansalim_/status/1505872557861335040
310,2022-03-18 16:59:23+00:00,1504865059134066689,"Memandangkan aku dan housemate baru baik demam, craving pulak nak makan simple-simple.

Telur Kicap Cili ğŸŒ¶ğŸ”¥ https://t.co/s7hJ8bU0D5",https://twitter.com/aimansalim_/status/1504865059134066689
311,2022-03-17 14:28:06+00:00,1504464597994008577,"Sebotol perfume ni ada pelbagai bau mat!

First spray bau pear, apple &amp; plum. After 15 mins akan bau cherry blossom, rose petals &amp; lily. After 30 minute bau musk, vanilla, sandalwood &amp; amber! Semua dalam 1 botol

Harga RM39 je aku takleh brain betul ğŸ¤¯

https://t.co/EULLzD2XDJ https://t.co/3kU17pejTT",https://twitter.com/aimansalim_/status/1504464597994008577
312,2022-03-14 16:25:10+00:00,1503406896807817216,"Happy 6th anniversary @izzahdahri ğŸ’•

I don't have the recent pictures of us together, so here's a cute baby goat. https://t.co/TvqtkAURiH",https://twitter.com/aimansalim_/status/1503406896807817216
313,2022-03-12 12:14:33+00:00,1502619049305403392,"Salam gais, ada sesiapa kat sini nak buat extra income tak? Aku memerlukan driver yang ada transport, untuk bawa sofa ikea kivik ini, daripada sentul ke kajang. Ini measurement nya.

4x4 lepas tak? Atau van? 

Boleh dm aku berapa korang charge ğŸ˜ https://t.co/mGG1ea0Cmo",https://twitter.com/aimansalim_/status/1502619049305403392
314,2022-03-11 03:36:50+00:00,1502126373585911811,"Gais, korang boleh join telegram group ini. Depa akan share business tips, buat free webinar, update apa-apa info &amp; akan bagi reward untuk top performing reseller. 

Ni linknya https://t.co/Y9SlibciSr

Lessgooooo gais",https://twitter.com/aimansalim_/status/1502126373585911811
315,2022-03-10 13:52:07+00:00,1501918827432402948,"Gais, aku nak letgo sofa chesterfield aku ni. Reason sebab nak tukar sofa tema lain. Kalau korang berminat, pm aku. https://t.co/otD1G8ELXu",https://twitter.com/aimansalim_/status/1501918827432402948
316,2022-03-09 12:45:21+00:00,1501539635620573186,"Housemate craving garlic bread, layankan jelah kempunan dia tu. Asalkan pinggan basuh ğŸ˜‚ https://t.co/tMcYSrZqLu",https://twitter.com/aimansalim_/status/1501539635620573186
317,2022-03-07 16:14:41+00:00,1500867543958839304,Roasted Potatoes Guna Air Fryer ğŸ¥”ğŸ˜ https://t.co/O5tzezfZrv,https://twitter.com/aimansalim_/status/1500867543958839304
318,2022-03-06 16:37:47+00:00,1500510966626205699,"aku pun tak tahu kenapa, tapi tradisi itu kekal hingga ke hari ini @brgsjks https://t.co/B5FlwjGc8c",https://twitter.com/aimansalim_/status/1500510966626205699
319,2022-03-06 16:06:45+00:00,1500503157176107013,Masala Chai Tea â˜•ï¸ https://t.co/36kl3r4dIJ,https://twitter.com/aimansalim_/status/1500503157176107013
320,2022-03-06 02:44:36+00:00,1500301291704119298,https://t.co/4kJAhTBbiR,https://twitter.com/aimansalim_/status/1500301291704119298
321,2022-03-05 16:40:38+00:00,1500149296229879814,Lembu Perap Pak Mat Western ğŸ¥© https://t.co/C1UeOrINZY,https://twitter.com/aimansalim_/status/1500149296229879814
322,2022-03-05 15:36:46+00:00,1500133222457303046,McD Iced Blended Green Tea Latte ğŸƒ (asmr) https://t.co/Tb7EngDy8J,https://twitter.com/aimansalim_/status/1500133222457303046
323,2022-03-05 07:42:23+00:00,1500013843598114816,ğŸ‘ğŸ¼ğŸ‘ğŸ¼ğŸ‘ğŸ¼ https://t.co/YcwIrf8x5W,https://twitter.com/aimansalim_/status/1500013843598114816
324,2022-03-04 10:48:51+00:00,1499698377969131520,This is what I cook for my housemates when they are starving ğŸ’• https://t.co/9SfJU0h9re,https://twitter.com/aimansalim_/status/1499698377969131520
325,2022-02-28 16:42:44+00:00,1498337884700479490,#NewProfilePic https://t.co/RVPTx2hl2X,https://twitter.com/aimansalim_/status/1498337884700479490
326,2022-02-28 16:01:43+00:00,1498327562333802499,Testing testing ğŸ¤¤ğŸ§€ https://t.co/GxleeDGZDe,https://twitter.com/aimansalim_/status/1498327562333802499
327,2022-02-27 05:59:59+00:00,1497813745350762498,ğŸ¤¤ https://t.co/TSOafBpsuk,https://twitter.com/aimansalim_/status/1497813745350762498
328,2022-02-27 05:56:33+00:00,1497812880619565059,What I cook for my friends when they come over for the weekend ğŸ’• https://t.co/r7KI7T6LbM,https://twitter.com/aimansalim_/status/1497812880619565059
329,2022-02-22 12:00:22+00:00,1496092498472677381,Ko sabajap ğŸ˜ https://t.co/an0vC5CTit,https://twitter.com/aimansalim_/status/1496092498472677381
330,2022-02-19 08:21:36+00:00,1494950279845867520,â¤ï¸ dunia akhirat. https://t.co/ari41opaTz,https://twitter.com/aimansalim_/status/1494950279845867520
331,2022-02-19 07:55:09+00:00,1494943624861143040,5 years later ğŸ’• + ğŸ’ https://t.co/czcp5ROodf,https://twitter.com/aimansalim_/status/1494943624861143040
332,2022-02-17 14:57:48+00:00,1494325212027908100,ğŸ’• https://t.co/jkGY672Qqx,https://twitter.com/aimansalim_/status/1494325212027908100
333,2022-02-16 16:27:34+00:00,1493985413593137154,Brownies Dalam Cawan ğŸ«â˜•ï¸ https://t.co/rjJzdrtqzy,https://twitter.com/aimansalim_/status/1493985413593137154
334,2022-02-16 13:50:41+00:00,1493945934962593792,"Presentation untuk PR kit dia memang awesome, siap berlampu beb ğŸ˜ 

Jom kita unbox ğŸ’ªğŸ¼ https://t.co/TDUJtf611v",https://twitter.com/aimansalim_/status/1493945934962593792
335,2022-02-16 13:49:28+00:00,1493945627046072324,"@HausboomHQ ada hantar kat aku satu box misteri. Dia bagitahu hint kat aku, ""popcorn"". 

Diorang buat air popcorn ke? Jom kita tengok https://t.co/rMRb9Kofbq",https://twitter.com/aimansalim_/status/1493945627046072324
336,2022-02-15 16:28:50+00:00,1493623344670806021,Golden Ball Ala-Ala Sushi King ğŸ¥šğŸ¦€ https://t.co/2HaBK2IoB2,https://twitter.com/aimansalim_/status/1493623344670806021
337,2022-02-10 12:18:28+00:00,1491748400127090690,Ingatkan kat sekolah je dia ada https://t.co/NbKT5J0lCk,https://twitter.com/aimansalim_/status/1491748400127090690
338,2022-02-09 12:04:18+00:00,1491382448672100354,"Nak withdraw duit pun senang. Tak payah tunggu lama, korang boleh request untuk payout hari isnin&amp;jumaat, minimum rm2 dan proses dalam 2 hari bekerja je.

So tunggu apa lagi? Ada time lagi sebelum nak raya ni, balun ler mat ğŸ’ªğŸ¼ğŸ’ªğŸ¼

Tekan link ni https://t.co/NlT2UGECTD",https://twitter.com/aimansalim_/status/1491382448672100354
339,2022-02-09 12:04:18+00:00,1491382446243258371,"Bila korang dah pilih produk tadi, korang boleh share ke platform social media. Dia akan generate link untuk korang. 

Kalau dalam whatsapp, jadi macamtu. Link tulah yang kalau orang tekan, korang akan dapat komisyen. Simple as pimple bukan? Kena rajin je cerita dia mat. https://t.co/XlhRxC98yS",https://twitter.com/aimansalim_/status/1491382446243258371
340,2022-02-09 12:04:15+00:00,1491382435917238275,"Yang bestnya, tak perlu tunggu approval. Korang boleh terus promote barang yang korang nak jual! Siap tunjuk komisyen korang berapa lagi tau. 

Korang rajin, insyallah banyak untung. Tak rajin, bishe2 jelah. https://t.co/qz8XmabWLX",https://twitter.com/aimansalim_/status/1491382435917238275
341,2022-02-09 12:04:13+00:00,1491382425670537218,"First sekali, korang install app Avana guna link ini https://t.co/NlT2UGECTD (tak guna link ni siap korang), ashtu korang register masukkan detail semua, ashtu korang tekan explore, ashtu pilih brand yang korang nak, ashtu boleh tekan untuk jadi agent/reseller https://t.co/RJ3DszBXgD",https://twitter.com/aimansalim_/status/1491382425670537218
342,2022-02-09 12:04:11+00:00,1491382417084809217,"Geng, kalau korang nak buat duit tepi, ni aku suggestkan app yang mudah. Korang boleh pilih brand yang korang minat, lepastu korang boleh jual barang tu. Benda mudah buat apa nak pening kepala https://t.co/0DulHoF73M",https://twitter.com/aimansalim_/status/1491382417084809217
343,2022-02-06 07:53:55+00:00,1490232272758263816,Satu gambar yang memberi 1000 makna buatku. https://t.co/0cEnbIlSYF,https://twitter.com/aimansalim_/status/1490232272758263816
344,2022-02-06 07:23:35+00:00,1490224636553924611,"Sebuah perasaan yang agak janggal, melihat ibuku menerima seorang wanita di dalam keluarganya. Entah kenapa aku rasa seperti hendak teresak, tetapi teresak kegembiraan.

Betul firasat dan kata hati aku untuk memilih kau sebagai pasangan. https://t.co/SNa5SAjnMH",https://twitter.com/aimansalim_/status/1490224636553924611
345,2022-02-06 02:21:53+00:00,1490148712756047872,Selangkah lagi untuk kau bergelar isteri. https://t.co/LasQZLrWCC,https://twitter.com/aimansalim_/status/1490148712756047872
346,2022-02-04 15:16:58+00:00,1489618993962913799,Perempuan memasak vs lelaki memasak ğŸ˜‚ https://t.co/pmS2j9nE90,https://twitter.com/aimansalim_/status/1489618993962913799
347,2022-02-03 16:18:04+00:00,1489271983489519619,https://t.co/NHrUqYD1Ny,https://twitter.com/aimansalim_/status/1489271983489519619
348,2022-02-03 16:13:05+00:00,1489270726959910914,https://t.co/wkSOwJsFhy,https://twitter.com/aimansalim_/status/1489270726959910914
349,2022-02-03 16:03:27+00:00,1489268303214170115,"Lempeng Kelapa ğŸ¥¥

Sangat ringkas untuk dibuat, cuma perlu kawal kekuatan api. Paling best kalau combo kan dengan sambal ikan bilis ğŸ¤¤ https://t.co/Muh17jdz7N",https://twitter.com/aimansalim_/status/1489268303214170115
350,2022-02-02 16:03:03+00:00,1488905813078937601,"Maggi Chili Oil ğŸŒ¶

Kali ini kita upgrade sedikit maggi tengah malam kita. Rasa pedas dan berminyak itu sangat memuaskan. Daun bawang jangan lupa! Key player tu beb ğŸ‘ğŸ¼ https://t.co/Lhs8WiJkBv",https://twitter.com/aimansalim_/status/1488905813078937601
351,2022-02-01 16:29:22+00:00,1488550050674647040,"Keropok Crabstick ğŸ¦€

Kalau korang lapaq tengah malam, tapi taknak makan berat-berat sangat, try ler buat keropok crabstick ini ğŸ‘ğŸ¼ https://t.co/1TBvVPTVkU",https://twitter.com/aimansalim_/status/1488550050674647040
352,2022-02-01 14:17:28+00:00,1488516858013618176,â˜ºï¸ https://t.co/nmi8gEuSXN,https://twitter.com/aimansalim_/status/1488516858013618176
353,2022-01-30 16:56:06+00:00,1487832003458514945,"Kepada sesiapa yang sempat menonton video abang bantai greenwood tadi, lepastu ada pasal burger kan. Abang decide untuk delete video tersebut.

Tidak adil untuk abang mengecam bisnes mereka sedemikian. Abang minta kita stop mengecam otai burger, dan sokonglah bisnes orang kita ğŸ‘ğŸ¼ https://t.co/DzBavTjL4A",https://twitter.com/aimansalim_/status/1487832003458514945
354,2022-01-30 16:35:03+00:00,1487826706451025920,https://t.co/1woPyBOmvQ,https://twitter.com/aimansalim_/status/1487826706451025920
355,2022-01-30 16:00:01+00:00,1487817888991825920,"Rancangan masakan terbaru bangman yang diberi nama 'Lapaq Tengah Malam'

Untuk episod pertama kali ini, mari kita masak menu Grilled Cheese ğŸ˜ğŸ§€ https://t.co/KrwxW7Aujl",https://twitter.com/aimansalim_/status/1487817888991825920